Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Year,Country
74322685.0,36554728.0,37767957.0,17.548,5.127,8.0,32.88351,19.32428,28.68166,24.21397,12.11,416397025729.361,1.19120427665538,-122387163.207941,28833368803.2276,2458.7244123379,0.78,99.5555791284382,70.543,75.011,108.988128662109,37.8410415649414,108.347526550293,2009,"Iran, Islamic Rep."
73318394.0,36059994.0,37258400.0,17.264,5.041,8.0,32.85206,19.53423,28.32612,25.37084,10.63,412336172446.849,-4.9422958090131,1355902193.13443,25246406149.8124,2383.0036429876,0.7,99.573039155522,70.492,74.918,109.575981140137,37.6419410705566,106.786437988281,2008,"Iran, Islamic Rep."
72319418.0,35569016.0,36750402.0,16.897,4.838,8.0,32.78662,19.84063,28.61614,25.74895,10.77,349881601458.56,14.6482699122586,954095428.112705,25140981202.1823,2275.93092632466,1.3,98.8962223468227,70.381,75.364,110.374961853027,31.0405597686768,103.718879699707,2007,"Iran, Islamic Rep."
71275760.0,35065379.0,36210381.0,16.489,4.911,8.0,32.2604,20.43885,29.37315,25.94666,11.52,266298911661.144,4.11476064760809,111716517.175131,18955719064.4159,2198.72787045694,1.4,98.8111357532398,69.847,74.918,110.641700744629,26.3164196014404,105.532127380371,2006,"Iran, Islamic Rep."
70182594.0,34551612.0,35630982.0,16.199,4.97,8.0,32.04684,20.85274,29.86761,26.20648,11.81,226452138291.542,7.40245338910061,-409816916.942803,14722519030.9831,2067.10797836854,1.4,98.8900532883556,69.513,74.356,109.030731201172,23.579309463501,111.325729370117,2005,"Iran, Islamic Rep."
69061674.0,34033455.0,35028219.0,16.068,5.007,5.0,32.01447,21.11333,29.94133,26.5894,10.3,190043433964.841,4.66132499761684,-308313292.1932,13093191509.0607,2006.30815870464,0.74,99.3323280457127,69.047,73.886,108.460357666016,22.3207702636719,102.321502685547,2004,"Iran, Islamic Rep."
67954699.0,33525382.0,34429317.0,15.958,5.459,5.0,31.81402,21.43131,30.14557,26.85323,11.503,153544751395.43,4.85805346132098,287745101.056768,11440764620.236,1893.36428375615,0.83,99.2262330759951,67.61,72.23,105.510719299316,20.3405609130859,91.3379364013672,2003,"Iran, Islamic Rep."
67327117.0,33228013.0,34099104.0,16.069,5.1,5.0,31.42057,22.09361,30.72276,27.04023,12.8,128626917503.72,16.0674850903285,361702272.555919,10065759752.0357,1744.17092595841,0.67,99.4072834904241,68.173,72.923,103.720642089844,19.091869354248,94.5280609130859,2002,"Iran, Islamic Rep."
66674851.0,32888439.0,33786412.0,16.276,5.168,5.0,31.04118,22.57308,31.07161,27.281,12.298,126878750295.944,11.2057040788,298028226.499399,10544692471.7993,1638.41386012246,0.52,99.58503846169,67.591,72.559,103.052101135254,20.267749786377,97.6490173339844,2001,"Iran, Islamic Rep."
65544383.0,32308865.0,33235518.0,16.39,5.15,5.0,31.01908,22.74118,30.91192,27.82775,11.582,109591707802.216,-0.66661460791363,197844901.413366,9938235611.16734,1548.37066663668,0.44,99.6651965378251,67.337,72.297,101.769493103027,19.4013805389404,95.5446929931641,2000,"Iran, Islamic Rep."
64474745.0,31759367.0,32715378.0,16.56,5.18,5.0,30.7433,23.19524,31.04029,28.15384,11.042,113848450088.351,6.47155876322061,273147408.4372,11288058132.7661,1474.26717236338,0.59,99.5767324029574,66.925,71.942,102.91845703125,19.2394008636475,93.34517165078628,1999,"Iran, Islamic Rep."
63461421.0,31238386.0,32223035.0,16.802,5.311,5.0,30.76987,23.25127,30.67787,28.73207,10.396,110276913362.508,-1.18804493680702,-77617804.1172801,12742561181.1603,1391.31772671778,0.84,99.3262620561383,66.472,71.23,105.111541748047,33.21782297364581,93.34517165078628,1998,"Iran, Islamic Rep."
62480533.0,30733747.0,31746786.0,17.338,5.357,8.913544668587896,30.98781,23.43618,30.92943,29.19188,9.795,113919163421.155,1.72678729154549,-247072473.466451,11178545179.7805,1342.91428019668,0.9,99.2711970297182,66.031,70.968,105.32071685791,33.21782297364581,98.1103668212891,1997,"Iran, Islamic Rep."
61598378.0,30277819.0,31320559.0,18.593,5.415,8.913544668587896,31.31973,23.50762,30.73309,29.85509,9.1,120403931885.441,7.601924488728,-549969353.250223,12457565398.1745,1293.03729393654,1.03,99.1041500576233,65.692,70.748,107.62281036377,18.8335304260254,93.34517165078628,1996,"Iran, Islamic Rep."
60794809.0,29863682.0,30931127.0,20.448,5.514,8.913544668587896,31.12447,24.04012,30.82399,30.22614,9.574,96419225743.6737,-3.47207619457907,-490826549.193942,12158692053.6395,1196.69756672811,1.02,99.1306447095203,65.743,70.038,108.151512145996,17.1047191619873,99.6320495605469,1995,"Iran, Islamic Rep."
44496122.0,22205752.0,22290370.0,20.700378250591015,6.343086682427107,6.0,21.36863953196527,28.950358508050513,31.756572870402525,12.925650460931333,15.547,264182173793.103,1.1851792829892964,-946000000.0,7532957241.37931,3671.529454986526,20.82783034257749,78.3627517306781,68.71925216706067,74.08075886524823,101.51146058531315,33.21782297364581,93.34517165078628,2022,Iraq
43533592.0,21736183.0,21797409.0,27.367,4.753,6.0,21.27668,19.81721,20.26755,11.48557,16.17,207691599310.345,1.1851792829892964,-2064000000.0,6876213103.44828,3671.529454986526,20.82783034257749,78.3627517306781,68.2,72.422,101.51146058531315,33.21782297364581,93.34517165078628,2021,Iraq
42556984.0,21259407.0,21297577.0,27.732,5.239,6.0,20.77097,20.2741,20.5048,11.5555,16.23,180924091442.953,-28.6784348198901,-2198112416.10738,11015878355.7047,3671.529454986526,1.08,78.3627517306781,66.954,71.185,101.51146058531315,33.21782297364581,93.34517165078628,2020,Iraq
41563520.0,20774817.0,20788703.0,28.078,4.301,6.0,20.80514,20.05735,20.2305,11.38941,15.11,233636097800.338,-5.90292753350501,-1166200000.0,8808100169.20474,3671.529454986526,1.04,78.3627517306781,69.559,73.428,101.51146058531315,33.21782297364581,93.34517165078628,2019,Iraq
40590700.0,20301430.0,20289270.0,28.429,4.282,6.0,20.55468,20.61042,20.80845,11.34722,14.065,227367469034.031,22.1562111395207,-1754370746.14246,6402253307.96872,3671.529454986526,0.49,78.3627517306781,69.559,73.293,101.51146058531315,33.21782297364581,93.34517165078628,2018,Iraq
39621162.0,19826368.0,19794794.0,28.923,4.637,6.0,20.65314,20.81677,20.99404,11.38706,13.02,187217660050.676,34.3111306161514,-1440700000.0,5572960135.13513,3671.529454986526,0.57,78.3627517306781,67.513,73.235,101.51146058531315,33.21782297364581,93.34517165078628,2017,Iraq
38697943.0,19369155.0,19328788.0,30.17,5.13,6.0,20.90356,20.69883,21.15563,11.73127,10.82,166602488747.885,12.8585286434942,-1561200000.0,6626097208.12183,3671.529454986526,0.94,78.3627517306781,65.614,72.38,101.51146058531315,33.21782297364581,93.34517165078628,2016,Iraq
37757813.0,18907546.0,18850267.0,31.593,4.961,6.0,20.47195,21.63847,22.09317,11.67099,10.729,166774104911.48,-47.050476248272,-1515773730.49686,6990950628.21247,3671.529454986526,0.82,78.3627517306781,67.515,71.213,101.51146058531315,33.21782297364581,93.34517165078628,2015,Iraq
36746488.0,18414828.0,18331660.0,33.083,5.16,6.0,20.66366,22.16012,22.49069,11.82331,10.59,228415656174.957,-5.39665569497339,-1303600000.0,11259539108.0618,1243.84675890659,1.0,95.9841767833015,66.522,71.175,101.51146058531315,33.21782297364581,93.34517165078628,2014,Iraq
35481800.0,17793123.0,17688677.0,33.826,5.413,6.0,20.94804,22.19059,22.60548,11.96623,9.263,234637675128.645,0.68099358647035,-1060430000.0,11188556089.1938,1334.17695832793,1.46,96.6806234752078,65.694,70.702,101.51146058531315,33.21782297364581,93.34517165078628,2013,Iraq
33864447.0,16993544.0,16870903.0,34.603,5.505,6.0,20.7956,22.73761,23.30929,11.99257,7.96,218002481737.691,8.87185246664453,1059007234.60709,8991014087.53371,1074.60783281062,1.3,97.5744817723644,65.418,70.518,101.51146058531315,33.21782297364581,93.34517165078628,2012,Iraq
32378061.0,16258743.0,16119318.0,35.09,5.646,6.0,20.39446,23.69043,24.37276,11.9984,8.125,185749664444.444,12.6607689415598,-237000000.0,8477193846.15385,1247.14077226552,1.14,97.6730248751716,64.876,70.348,101.51146058531315,33.21782297364581,93.34517165078628,2011,Iraq
31264875.0,15709180.0,15555695.0,34.291,5.85,6.0,20.22303,24.15543,24.77617,12.01441,8.252,138516722649.573,11.2331860820006,1593200000.0,7150625982.90598,1176.78385088698,1.67,97.5535673488364,63.929,70.145,101.51146058531315,33.21782297364581,93.34517165078628,2010,Iraq
30289040.0,15226676.0,15062364.0,33.711,6.07,6.0,20.00565,24.6376,25.39992,12.0626,8.395,111657581662.35,-17.6211999616246,3095009265.96767,5839616924.05086,825.612168626011,1.21,97.5823897425293,63.266,69.589,101.51146058531315,33.21782297364581,93.34517165078628,2009,Iraq
29218381.0,14692161.0,14526220.0,33.477,6.65,6.0,20.10995,25.20431,26.2228,12.17517,8.48,131614433712.245,26.956307056813,3485220545.65999,5064234114.78377,747.440455376361,1.15,97.8425572163959,60.716,69.351,101.51146058531315,33.21782297364581,93.34517165078628,2008,Iraq
28660887.0,14407413.0,14253474.0,33.565,7.214,6.0,19.94414,25.95035,26.91721,12.27597,8.65,88837055195.2619,1.1851792829892964,-3066866640.49651,4379221104.25595,761.595410497937,2.0,97.167016659733,58.215,69.422,103.738700866699,33.21782297364581,63.1838302612305,2007,Iraq
28905607.0,14521163.0,14384444.0,33.806,7.214,6.0,20.00806,26.39584,27.06708,12.43834,8.654,65140147197.1215,1.1851792829892964,-3545491946.2049,3795086410.16205,932.345063710304,2.56,96.8269499042572,58.189,69.549,101.51146058531315,33.21782297364581,93.34517165078628,2006,Iraq
28698684.0,14410734.0,14287950.0,34.006,6.732,6.0,20.06652,26.99248,27.63433,12.60977,8.718,49954890353.2609,1.1851792829892964,-4527200000.0,3440324728.26087,784.739815944174,2.43,97.5112545995969,60.137,69.873,101.51146058531315,15.499340057373,93.34517165078628,2005,Iraq
27858948.0,13986187.0,13872761.0,34.581,6.688,6.0,20.16112,27.1525,28.01233,12.75961,8.605,36627901762.063,1.1851792829892964,-285684168.98283684,2541449418.95267,1135.57769661654,0.36,99.2721971814053,60.435,69.917,95.075439453125,15.4530696868896,71.8681869506836,2004,Iraq
27068823.0,13588898.0,13479925.0,34.574,6.474,6.0,20.43626,27.58526,27.58011,13.06305,8.849,21921569478.8163,1.1851792829892964,-285684168.98283684,1842641261.98486,985.377162501672,0.35,99.7215438542703,61.525,69.925,96.0836791992188,33.21782297364581,93.34517165078628,2003,Iraq
26255343.0,13184690.0,13070653.0,34.96,5.975,6.0,20.97292,27.5077,27.82363,13.37113,8.891,32928454672.4246,1.1851792829892964,-285684168.98283684,2819555473.5034,1201.16503524635,0.31,99.7209951932265,64.005,70.114,101.51146058531315,12.6024503707886,93.34517165078628,2002,Iraq
25425663.0,12775683.0,12649980.0,35.618,6.041,6.0,21.57759,27.00639,27.59621,13.62346,8.842,36176430128.8057,1.1851792829892964,-285684168.98283684,2507372836.09012,1181.28679672974,0.35,99.707639480525,64.041,69.965,101.51146058531315,33.21782297364581,93.34517165078628,2001,Iraq
24628858.0,12383050.0,12245808.0,36.25,6.172,6.0,21.73786,27.27997,28.29956,13.70765,8.752,48364250943.9051,1.1851792829892964,-285684168.98283684,2241559947.60364,1183.97694282049,0.36,99.6786843065223,63.734,69.849,90.0989379882812,12.054630279541,54.4909400939941,2000,Iraq
23820734.0,11984710.0,11836024.0,36.701,6.46,6.0,21.2596,28.35964,28.8179,13.73993,8.776,36881601583.8194,1.1851792829892964,-285684168.98283684,2656767617.315,1224.14363889878,0.38,99.6279200165856,63.295,69.002,92.7501068115234,11.6270198822021,56.2258987426758,1999,Iraq
23053488.0,11607959.0,11445529.0,37.04,6.78,6.0,20.85987,29.25073,29.20747,13.82472,8.788,20617405044.2425,1.1851792829892964,-285684168.98283684,2249298501.17378,1264.8845155232,0.38,99.7190961242146,63.004,67.868,101.51146058531315,33.21782297364581,93.34517165078628,1998,Iraq
22330770.0,11254162.0,11076608.0,37.371,6.718,8.913544668587896,20.31182,30.50901,30.53239,13.65503,8.805,20764857056.3795,1.1851792829892964,-285684168.98283684,1756001293.23391,1305.82151891762,0.38,99.8044401777655,63.254,68.321,101.51146058531315,33.21782297364581,93.34517165078628,1997,Iraq
21639332.0,10915862.0,10723470.0,37.447,6.56,8.913544668587896,19.92631,31.44528,30.65999,13.72919,8.917,10433698621.3427,1.1851792829892964,-285684168.98283684,1940363522.55766,1321.99090064333,0.36,99.7731858541253,63.825,68.842,82.7292709350586,33.21782297364581,93.34517165078628,1996,Iraq
20948858.0,10577414.0,10371444.0,38.02,6.606,8.913544668587896,19.80495,31.97049,31.09723,13.78229,9.021,12894029888.1122,1.1851792829892964,-285684168.98283684,2654253663.79725,1365.5636980307,0.39,99.7758245972707,63.66,69.165,101.51146058531315,33.21782297364581,93.34517165078628,1995,Iraq
9550600.0,4786984.0,4763616.0,20.700378250591015,6.343086682427107,15.0,21.36863953196527,28.950358508050513,31.756572870402525,12.925650460931333,3.476,522033446211.625,1.1851792829892964,-285684168.98283684,31713744021.113472,3671.529454986526,20.82783034257749,78.3627517306781,68.71925216706067,74.08075886524823,101.51146058531315,33.21782297364581,93.34517165078628,2022,Israel
9364700.0,4695900.0,4668800.0,19.7,5.4,15.0,16.99004,0.8876005,0.455154,7.981815,4.319,488526545878.891,1.1851792829892964,-7362396244.91983,6160362000.47694,3671.529454986526,20.82783034257749,78.3627517306781,80.5,84.6,96.2489776611328,58.9942817687988,94.7109375,2021,Israel
9215100.0,4622800.0,4592300.0,19.2,5.3,15.0,17.09492,0.9055978,0.464887,8.094958,4.33,413267669231.522,-4.79407220941471,-3649773019.28084,5440464258.21197,3671.529454986526,5.61,78.3627517306781,80.6,84.8,96.3747634887695,56.4272193908691,98.4821319580078,2020,Israel
9054000.0,4544228.0,4509772.0,20.1,5.1,15.0,17.05686,0.9236776,0.463139,7.896501,3.8,402470513619.148,3.09183649942548,-2248825502.10238,5387281154.75334,3671.529454986526,4.49,78.3627517306781,81.0,84.7,96.2709274291992,55.9445381164551,94.4556732177734,2019,Israel
8882800.0,4460839.0,4421961.0,20.8,5.0,15.0,17.24958,0.9606484,0.4840766,8.069375,4.0,376691526553.276,1.50575979961019,-274052101.43464,5219321436.29802,3671.529454986526,3.85,78.3627517306781,80.9,84.8,96.4932327270508,57.3934288024902,95.0361328125,2018,Israel
8713300.0,4378254.0,4335046.0,21.1,5.2,15.0,17.38029,1.004276,0.5015886,8.171875,4.22,358245427458.541,2.93384778970014,-1789665394.48173,5129982508.42429,3671.529454986526,3.89,78.3627517306781,80.6,84.6,96.9318695068359,59.0658683776855,98.9186477661133,2017,Israel
8546000.0,4297207.0,4248793.0,21.2,5.2,15.0,17.49829,1.017959,0.5559235,8.273823,4.8,322102790386.835,3.36060548972208,-2888636225.55699,4666093458.43061,3671.529454986526,3.99,78.3627517306781,80.7,84.2,97.1344833374023,60.4474411010742,94.9085388183594,2016,Israel
8380100.0,4216926.0,4163174.0,21.3,5.3,13.0,17.57471,1.020601,0.6033244,7.982315,5.25,303414276832.04,2.58105227766536,-2573817589.2972,4303909780.88418,3671.529454986526,3.74,97.3821241260262,80.1,84.1,97.7587738037109,60.8227882385254,98.7856826782227,2015,Israel
8215700.0,4137177.0,4078523.0,21.5,5.2,13.0,17.68189,1.111335,0.5901451,8.097832,5.89,314330061977.263,4.00342437954578,-1878742567.27014,4363455913.69299,6600.8982801222,3.7,91.7496360579347,80.3,84.1,97.2882995605469,62.1056289672852,95.2562637329102,2014,Israel
8059500.0,4061634.0,3997866.0,21.3,5.2,13.0,17.73484,1.24307,0.6744281,8.35605,6.21,297732778479.129,4.45035657066781,-5947504102.32385,4523655280.16968,6710.09367826788,3.27,96.5747145209958,80.3,83.9,97.6897811889648,62.0624198913574,95.6485595703125,2013,Israel
7910500.0,3989651.0,3920849.0,21.6,5.3,13.0,17.49087,1.108145,0.5708523,8.020555,6.86,262282344091.849,0.214425281553218,-6624615631.92382,3923441056.39203,7184.50161178181,2.88,96.6586087981408,79.9,83.6,98.5221862792969,63.5912704467773,98.4614791870117,2012,Israel
7765800.0,3919713.0,3846087.0,21.4,5.3,13.0,19.34373,1.383337,0.5606694,9.048381,7.14,266791854430.897,3.22556298374512,-3523908422.7842,4952757288.33873,6930.0007726184,9.08,96.483986053593,79.9,83.5,97.6346130371094,61.9456214904785,95.7889709472656,2011,Israel
7623600.0,3850927.0,3772673.0,21.8,5.2,13.0,19.68279,1.602723,0.7566762,9.323399,8.48,238364092298.023,4.64438126452322,-4341296745.76589,4383367634.17782,6953.27666719135,8.55,96.3514484162057,79.7,83.6,97.6586303710938,61.8530311584473,95.9538803100586,2010,Israel
7485600.0,3783259.0,3702341.0,21.5,5.2,13.0,19.86843,1.671459,0.6767457,9.545404,9.53,211968128528.444,0.156669172871091,-4951510396.1363,4567723710.4694,6607.88714331517,8.46,96.3958337700911,79.6,83.3,97.3412704467773,59.0821189880371,98.9171524047852,2009,Israel
7308800.0,3695091.0,3613709.0,21.5,5.4,11.0,21.13976,1.696799,0.6632048,10.44746,7.7,220529762562.362,0.0322138746274447,-4211792289.55455,4000930937.55153,7134.00284588441,8.9,96.5385126799894,79.0,83.0,95.4030075073242,56.4970207214355,93.2735290527344,2008,Israel
7180100.0,3631329.0,3548771.0,21.1,5.6,11.0,21.43852,1.600719,0.5828438,10.37079,9.38,184052885585.912,3.84654603447139,-238797515.085589,3224939020.04706,7003.24508015209,6.72,97.0730448717194,78.7,82.4,95.8412399291992,57.1039505004883,95.5817184448242,2007,Israel
7053700.0,3568903.0,3484797.0,21.0,5.5,11.0,21.23162,1.764694,0.6234605,10.09665,10.71,158670160184.179,5.48797468888714,-615600985.230888,2888962683.53853,6711.22956746105,6.86,96.9527943182767,78.7,82.5,95.3834075927734,54.3149490356445,94.5910415649414,2006,Israel
6930100.0,3508024.0,3422076.0,20.8,5.6,11.0,21.40368,2.007106,0.7970094,10.48557,11.34,147083996033.603,3.40344308538802,-1236490852.77536,2769495064.28683,6572.19953536024,7.03,96.6227915916133,78.2,82.2,95.5045318603516,54.8960990905762,94.5077285766602,2005,Israel
6809000.0,3448279.0,3360721.0,21.3,5.6,11.0,21.97345,2.041094,0.8338614,11.00463,13.03,139973668874.271,3.50576396590483,-3955838003.26493,2263148754.82952,6525.92157438684,6.73,96.6615364671006,78.0,82.4,96.4518280029297,53.9075012207031,97.9576797485352,2004,Israel
6689700.0,3389250.0,3300450.0,21.7,5.8,11.0,22.41991,1.877184,0.8285303,10.96759,13.51,131298954868.837,-2.19043439836963,-4590774680.87598,2243711646.56283,6597.30630671032,6.52,96.9267106049766,77.6,81.8,96.5818710327148,54.520580291748,96.6786575317383,2003,Israel
6570000.0,3329935.0,3240065.0,21.2,5.8,11.0,22.5828,2.009004,0.735113,11.25318,12.89,125059962957.686,-2.35107437872399,-4416372491.59688,2275525372.92956,6502.7397260274,6.5,96.910142228797,77.5,81.5,97.0616989135742,54.9123497009277,96.4837188720703,2002,Israel
6439000.0,3264694.0,3174306.0,21.2,5.8,11.0,23.43394,2.027064,0.6266481,11.81814,11.81,134637422752.725,-0.818885288268717,-5437685018.96259,2376334454.84051,6400.217425066,6.3,97.1541033781734,77.7,81.2,97.6406097412109,50.4822311401367,93.34517165078628,2001,Israel
6289000.0,3189721.0,3099279.0,21.7,6.0,11.0,24.19719,2.200821,0.8808666,12.2195,11.1,136034659581.426,3.43936090205166,-8257112491.82473,2095219669.71877,6323.10383208777,5.96,97.2073148835389,77.1,80.9,98.2204437255859,48.2686614990234,93.34517165078628,2000,Israel
6125000.0,3107746.0,3017254.0,21.5,6.1,11.0,24.87862,2.369436,1.151067,12.61042,11.18,120922450570.289,-0.536582271496783,-5040441576.1143,2109044580.34567,5974.36734693878,5.86,97.1662216791979,77.0,80.4,101.027770996094,47.2852783203125,93.34517165078628,1999,Israel
5971000.0,3030755.0,2940245.0,21.9,6.2,11.0,25.99777,2.328181,1.096973,13.09465,10.75,120057482023.381,2.33774701831267,-3900449333.23684,2413374472.87225,5819.46072684642,6.07,97.1587296677268,76.1,80.3,101.51146058531315,45.1618118286133,93.34517165078628,1998,Israel
5836000.0,2963110.0,2872890.0,21.4,6.2,8.913544668587896,27.39898,2.40236,1.035928,14.12045,9.75,118861100787.105,2.08973376168613,-3890298172.11938,2160967428.64598,5488.51953392735,5.7,97.3075124009286,76.0,80.1,101.51146058531315,33.21782297364581,93.34517165078628,1997,Israel
5692000.0,2890771.0,2801229.0,21.3,6.1,8.913544668587896,28.15381,2.539414,1.088724,14.86567,8.46,114507654661.382,3.97906151026115,-3323986026.03669,2190973007.69195,5340.30217849613,5.45,97.2529047360472,76.3,80.0,99.5036773681641,39.3073806762695,93.34517165078628,1996,Israel
5545000.0,2816669.0,2728331.0,21.1,6.3,8.913544668587896,28.33853,2.917813,1.23708,14.90069,8.78,104893245478.823,1.1851792829892964,-2660320183.75282,2155575652.75145,5127.86293958521,5.44,97.2643397721347,75.5,79.5,98.4623565673828,36.9994316101074,93.34517165078628,1995,Israel
125124989.0,64314912.0,60810077.0,20.700378250591015,6.343086682427107,8.913544668587896,21.36863953196527,28.950358508050513,31.756572870402525,12.925650460931333,2.641,4231141201863.17,1.1851792829892964,-285684168.98283684,31713744021.113472,3671.529454986526,20.82783034257749,78.3627517306781,68.71925216706067,74.08075886524823,101.51146058531315,33.21782297364581,93.34517165078628,2022,Japan
125681593.0,64594413.0,61087180.0,6.6,11.7,8.913544668587896,23.71228,3.169765,2.665023,13.67309,2.8,5005536736792.29,1.1851792829892964,242985415672.729,47598124768.5827,3671.529454986526,20.82783034257749,78.3627517306781,81.47,87.57,101.51146058531315,33.21782297364581,93.34517165078628,2021,Japan
126261000.0,64885400.0,61375600.0,6.8,11.1,9.0,23.96645,3.249428,2.808059,13.73844,2.8,5048789595589.43,-3.57171996111911,183342323474.366,51905611640.5873,3671.529454986526,8.45,78.3627517306781,81.56,87.71,102.736831665039,62.1358413696289,93.34517165078628,2020,Japan
126633000.0,65065286.0,61567714.0,7.0,11.2,9.0,24.24994,3.265643,2.834741,13.82437,2.35,5117993853016.51,0.186090506257599,200500568636.519,53173266353.0172,3671.529454986526,7.76,78.3627517306781,81.41,87.45,102.652282714844,62.1184997558594,93.34517165078628,2019,Japan
126811000.0,65140618.0,61670382.0,7.4,11.0,9.0,24.43857,3.396733,2.936995,13.98164,2.47,5040880939324.86,-0.661369390936059,192796477397.602,52639310285.0882,3671.529454986526,7.26,78.3627517306781,81.25,87.32,102.099906921387,62.2089385986328,93.34517165078628,2018,Japan
126972000.0,65206949.0,61765051.0,7.6,10.8,9.0,24.75711,3.325158,2.849124,14.10193,2.82,4930837369151.42,1.81732067124622,182413336169.474,55641568300.4069,3671.529454986526,6.92,78.3627517306781,81.09,87.26,102.254829406738,62.4629783630371,93.34517165078628,2017,Japan
127076000.0,65245703.0,61830297.0,7.8,10.5,9.0,24.77501,3.383711,2.900578,14.12386,3.13,5003677627544.24,0.90599411188694,174116141695.326,56290438046.6344,3671.529454986526,6.38,78.3627517306781,80.98,87.14,102.216911315918,63.1872291564941,93.34517165078628,2016,Japan
127141000.0,65267090.0,61873910.0,8.0,10.3,9.0,25.08391,3.497725,3.063053,14.33906,3.39,4444930651964.18,4.0508688337983,174840516749.234,45965919991.1669,3671.529454986526,6.16,93.0264551074629,80.75,86.99,102.41911315918,62.4726600646973,93.34517165078628,2015,Japan
127276000.0,65324683.0,61951317.0,8.0,10.1,9.0,25.306,3.524867,3.146744,14.33803,3.59,4896994405353.29,0.42979881708473,182026899407.216,48803725389.1671,7819.71463590936,5.58,94.4074689015954,80.5,86.83,102.415283203125,62.7269897460938,93.34517165078628,2014,Japan
127445000.0,65398896.0,62046104.0,8.2,10.1,9.0,25.36435,3.592824,3.252035,14.27634,4.04,5212328181166.18,2.89550224646078,179278466980.83,55600834051.0709,7988.58331044764,5.05,94.6333015307236,80.21,86.61,102.255889892578,62.8381881713867,93.34517165078628,2013,Japan
127629000.0,65480008.0,62148992.0,8.2,10.0,9.0,25.47757,3.752523,3.397586,14.43213,4.36,6272362996105.03,1.92892212818101,173173594859.003,70429476440.8907,7998.34677071825,4.68,94.6215528538495,79.94,86.41,101.51146058531315,33.21782297364581,93.34517165078628,2012,Japan
127833000.0,65569427.0,62263573.0,8.3,9.9,9.0,25.68014,3.699158,3.393651,14.69982,4.55,6233147172341.35,-0.892375680936382,181249720017.308,67334928823.2981,8099.59869517261,4.82,89.7659420746634,79.44,85.9,101.51146058531315,33.21782297364581,93.34517165078628,2011,Japan
128070000.0,65672237.0,62397763.0,8.5,9.5,9.0,25.79795,3.938459,3.751144,14.83574,5.1,5759071769013.11,5.09185633353586,153405322119.677,63826702874.6623,8594.90903412197,4.66,80.9109544217641,79.55,86.3,101.51146058531315,33.21782297364581,93.34517165078628,2010,Japan
128047000.0,65637199.0,62409801.0,8.5,9.1,9.0,26.38239,4.064163,3.937595,15.30882,5.07,5289493734900.39,-5.48442164489967,132942055750.615,57249063800.8981,8020.27380571196,4.51,81.228056042313,79.59,86.44,101.51146058531315,33.21782297364581,93.34517165078628,2009,Japan
128063000.0,65618490.0,62444510.0,8.7,9.1,9.0,27.60176,4.104017,4.077599,16.50693,4.0,5106679413137.57,-4.68006382131165,137182366666.336,53829597905.2381,8270.00773057011,4.44,83.2154545824347,79.29,86.05,101.51146058531315,33.21782297364581,93.34517165078628,2008,Japan
128001000.0,65557955.0,62443045.0,8.6,8.8,9.0,28.16788,4.121542,4.161887,17.18237,3.89,4579749785984.82,1.07210772666879,140341441288.012,48241441595.8586,8710.0257029242,4.28,83.4827149233339,79.19,85.99,101.51146058531315,33.21782297364581,93.34517165078628,2007,Japan
127854000.0,65451729.0,62402271.0,8.7,8.6,9.0,28.4936,4.16344,4.178466,17.65609,4.19,4601662661030.07,0.442839404210417,122965474129.275,49812848562.7178,8542.47813912744,4.43,81.4531166986353,79.0,85.81,101.51146058531315,33.21782297364581,93.34517165078628,2006,Japan
127773000.0,65374871.0,62398129.0,8.4,8.6,9.0,28.55569,4.325865,4.415804,17.72308,4.45,4831466523975.98,1.20708215903819,107136559570.683,53708002611.244,8539.01058909159,4.01,81.6118617644582,78.56,85.52,101.51146058531315,33.21782297364581,93.34517165078628,2005,Japan
127761000.0,65330633.0,62430367.0,8.8,8.2,9.0,28.98109,4.486617,4.650627,18.31214,4.73,4893116005656.56,2.44994105009447,94459900363.2398,60232177682.4748,8393.25772340542,4.26,82.7064733424108,78.64,85.59,101.51146058531315,33.21782297364581,93.34517165078628,2004,Japan
127718000.0,65270637.0,62447363.0,8.9,8.0,9.0,29.78115,4.503654,4.7096,19.27959,5.25,4519563042183.73,1.59839644946898,73021194189.7102,58710399528.948,8164.9336820182,4.19,84.3113817390221,78.36,85.33,101.51146058531315,33.21782297364581,93.34517165078628,2003,Japan
127445000.0,65093948.0,62351052.0,9.2,7.8,9.0,29.9456,4.561006,4.792769,19.79676,5.39,4182845406488.62,-0.837519462019358,61046502296.4081,57576473796.9415,8266.09910157323,3.71,81.8301897696931,78.32,85.23,101.51146058531315,33.21782297364581,93.34517165078628,2002,Japan
127149000.0,64907199.0,62241801.0,9.3,7.7,9.0,30.70679,4.757792,5.125602,20.77412,5.02,4374709984220.01,0.248701462462805,68013425361.0647,59824429895.6016,8162.01464423629,3.5,80.601638342528,78.07,84.93,101.51146058531315,33.21782297364581,93.34517165078628,2001,Japan
